link,strikethrough_price,sold_price,property_type,address,bedrooms,bathrooms,garages
/on/richmond-hill-real-estate/204-330-red-maple-rd/home/MB5bO3xvQvQykWVP/,"$600,000","$605,000",Condo Apt,"204 - 330 Red Maple Rd , Richmond Hill - Langstaff",,,
/on/etobicoke-real-estate/508-40-richview-rd/home/r56k97w00rO3KRjD/,"$729,888","$680,000",Condo Apt,"508 - 40 Richview Rd , Etobicoke - Humber Heights",,,
/on/mississauga-real-estate/1616-50-mississauga-valley-blvd/home/BXeEn7XKdzKyrPo8/,"$619,900","$595,000",Condo Apt,"1616 - 50 Mississauga Valley Blvd , Mississauga - Mississauga Valleys",,,
/on/etobicoke-real-estate/24-wallis-cres/home/0ZxwR7MoA2xYKabB/,"$874,999","$815,000",Detached,"24 Wallis Cres , Etobicoke - Mount Olive-Silverstone-Jamestown",,,
/on/vaughan-real-estate/27-novella-rd/home/b1DBW7RNNKD7qlAp/,"$1,198,000","$1,148,000",Semi-Detached,"27 Novella Rd , Vaughan - Patterson",,,
/on/toronto-real-estate/ph03-159-wellesley-st-e/home/K8OgYBVldz4YJmG2/,"$549,990","$525,000",Condo Apt,"PH03 - 159 Wellesley St E , Toronto - Cabbagetown-South St. James Town",,,
/on/markham-real-estate/25-ryler-way/home/9w8o3m5xxxj3GKjm/,"$1,256,900","$1,230,000",Semi-Detached,"25 Ryler Way , Markham - Cedarwood",,,
/on/toronto-real-estate/2611-8-eglinton-ave-e/home/kbEDRYaa8WvY1VaB/,"$659,800","$650,000",Condo Apt,"2611 - 8 Eglinton Ave E , Toronto - Mount Pleasant West",,,
/on/markham-real-estate/34-washington-st/home/eVbOYEpAXxK3x2P0/,"$1,429,000","$1,429,000",Detached,"34 Washington St , Markham - Old Markham Village",,,
/on/etobicoke-real-estate/405-35-fontenay-crt/home/L5VXv3lomaV7j2q8/,"$590,888","$588,000",Condo Apt,"405 - 35 Fontenay Crt , Etobicoke - Edenbridge-Humber Valley",,,
/on/toronto-real-estate/12-51-florence-st/home/a6zqW7dV5ZgY5eZE/,"$699,000","$740,000",Condo Townhouse,"12 - 51 Florence St , Toronto - Little Portugal",,,
/on/markham-real-estate/266-16-elgin-st/home/gAaOyL8D14AyGxMb/,"$779,000","$773,000",Condo Apt,"266 - 16 Elgin St , Markham - Thornhill",,,
/on/vaughan-real-estate/113-solway-ave/home/LzQ1y5Ee9NnyqdeK/,"$1,338,888","$1,335,000",Detached,"113 Solway Ave , Vaughan - Maple",,,
/on/scarborough-real-estate/44-401-sewells-rd/home/owJKR7P9wkO3XeLP/,"$698,000","$785,000",Condo Townhouse,"44 - 401 Sewells Rd , Scarborough - Rouge E11",,,
/on/toronto-real-estate/53-wilson-park-rd/home/6VLaGyGk9PGyW1ZD/,"$2,199,000","$2,463,000",Detached,"53 Wilson Park Rd , Toronto - South Parkdale",,,
/on/markham-real-estate/715-7373-kennedy-rd/home/RdXze3e1g6q38m9K/,"$699,900","$680,000",Condo Apt,"715 - 7373 Kennedy Rd , Markham - Milliken Mills East",,,
/on/toronto-real-estate/241-lansdowne-ave/home/damgL7Aqr8b7Z1MW/,"$2,795,000","$2,700,000",Detached,"241 Lansdowne Ave , Toronto - Little Portugal",,,
/on/vaughan-real-estate/146-laurelhurst-cres/home/MB5bO3xzP9QykWVP/,"$1,099,900","$1,090,000",Freehold Townhouse,"146 Laurelhurst Cres , Vaughan - Vellore Village",,,
/on/mississauga-real-estate/302-810-scollard-crt/home/weQp5yOj8nGYd0ZE/,"$624,900","$619,000",Condo Apt,"302 - 810 Scollard Crt , Mississauga - East Credit",,,
/on/vaughan-real-estate/1701-2916-highway-7-rd/home/0J6Em7bPN68YXBeq/,"$569,900","$545,000",Condo Apt,"1701 - 2916 Highway 7 Rd , Vaughan - Concord",,,
/on/richmond-hill-real-estate/204-330-red-maple-rd/home/MB5bO3xvQvQykWVP/,"$600,000","$605,000",Condo Apt,"204 - 330 Red Maple Rd , Richmond Hill - Langstaff",,,
/on/etobicoke-real-estate/508-40-richview-rd/home/r56k97w00rO3KRjD/,"$729,888","$680,000",Condo Apt,"508 - 40 Richview Rd , Etobicoke - Humber Heights",,,
/on/mississauga-real-estate/1616-50-mississauga-valley-blvd/home/BXeEn7XKdzKyrPo8/,"$619,900","$595,000",Condo Apt,"1616 - 50 Mississauga Valley Blvd , Mississauga - Mississauga Valleys",,,
/on/etobicoke-real-estate/24-wallis-cres/home/0ZxwR7MoA2xYKabB/,"$874,999","$815,000",Detached,"24 Wallis Cres , Etobicoke - Mount Olive-Silverstone-Jamestown",,,
/on/vaughan-real-estate/27-novella-rd/home/b1DBW7RNNKD7qlAp/,"$1,198,000","$1,148,000",Semi-Detached,"27 Novella Rd , Vaughan - Patterson",,,
/on/toronto-real-estate/ph03-159-wellesley-st-e/home/K8OgYBVldz4YJmG2/,"$549,990","$525,000",Condo Apt,"PH03 - 159 Wellesley St E , Toronto - Cabbagetown-South St. James Town",,,
/on/markham-real-estate/25-ryler-way/home/9w8o3m5xxxj3GKjm/,"$1,256,900","$1,230,000",Semi-Detached,"25 Ryler Way , Markham - Cedarwood",,,
/on/toronto-real-estate/2611-8-eglinton-ave-e/home/kbEDRYaa8WvY1VaB/,"$659,800","$650,000",Condo Apt,"2611 - 8 Eglinton Ave E , Toronto - Mount Pleasant West",,,
/on/markham-real-estate/34-washington-st/home/eVbOYEpAXxK3x2P0/,"$1,429,000","$1,429,000",Detached,"34 Washington St , Markham - Old Markham Village",,,
/on/etobicoke-real-estate/405-35-fontenay-crt/home/L5VXv3lomaV7j2q8/,"$590,888","$588,000",Condo Apt,"405 - 35 Fontenay Crt , Etobicoke - Edenbridge-Humber Valley",,,
/on/toronto-real-estate/12-51-florence-st/home/a6zqW7dV5ZgY5eZE/,"$699,000","$740,000",Condo Townhouse,"12 - 51 Florence St , Toronto - Little Portugal",,,
/on/markham-real-estate/266-16-elgin-st/home/gAaOyL8D14AyGxMb/,"$779,000","$773,000",Condo Apt,"266 - 16 Elgin St , Markham - Thornhill",,,
/on/vaughan-real-estate/113-solway-ave/home/LzQ1y5Ee9NnyqdeK/,"$1,338,888","$1,335,000",Detached,"113 Solway Ave , Vaughan - Maple",,,
/on/scarborough-real-estate/44-401-sewells-rd/home/owJKR7P9wkO3XeLP/,"$698,000","$785,000",Condo Townhouse,"44 - 401 Sewells Rd , Scarborough - Rouge E11",,,
/on/toronto-real-estate/53-wilson-park-rd/home/6VLaGyGk9PGyW1ZD/,"$2,199,000","$2,463,000",Detached,"53 Wilson Park Rd , Toronto - South Parkdale",,,
/on/markham-real-estate/715-7373-kennedy-rd/home/RdXze3e1g6q38m9K/,"$699,900","$680,000",Condo Apt,"715 - 7373 Kennedy Rd , Markham - Milliken Mills East",,,
/on/toronto-real-estate/241-lansdowne-ave/home/damgL7Aqr8b7Z1MW/,"$2,795,000","$2,700,000",Detached,"241 Lansdowne Ave , Toronto - Little Portugal",,,
/on/vaughan-real-estate/146-laurelhurst-cres/home/MB5bO3xzP9QykWVP/,"$1,099,900","$1,090,000",Freehold Townhouse,"146 Laurelhurst Cres , Vaughan - Vellore Village",,,
/on/mississauga-real-estate/302-810-scollard-crt/home/weQp5yOj8nGYd0ZE/,"$624,900","$619,000",Condo Apt,"302 - 810 Scollard Crt , Mississauga - East Credit",,,
/on/vaughan-real-estate/1701-2916-highway-7-rd/home/0J6Em7bPN68YXBeq/,"$569,900","$545,000",Condo Apt,"1701 - 2916 Highway 7 Rd , Vaughan - Concord",,,
/on/scarborough-real-estate/735-68-corporate-dr/home/a6zqW7dGnpVy5eZE/,"$518,800","$518,800",Condo Apt,"735 - 68 Corporate Dr , Scarborough - Woburn",,,
/on/mississauga-real-estate/237-3025-the-credit-woodlands-dr/home/obqB176KWw3ZajDG/,"$664,900","$650,000",Condo Apt,"237 - 3025 The Credit Woodlands Dr , Mississauga - Erindale",,,
/on/mississauga-real-estate/709-abana-rd/home/0MWBVyZO8Bb7Kemj/,"$949,900","$1,051,500",Semi-Detached,"709 ABANA Rd , Mississauga - Cooksville",,,
/on/mississauga-real-estate/709-abana-rd/home/0MWBVyZO8Bb7Kemj/,"$949,900","$1,051,500",Semi-Detached,"709 Abana Rd , Mississauga - Cooksville",,,
/on/etobicoke-real-estate/2224-5233-dundas-st-w/home/weQp5yOwNo0yd0ZE/,"$636,000","$618,888",Condo Apt,"2224 - 5233 Dundas St W , Etobicoke - Islington-City Centre West",,,
/on/north-york-real-estate/1807-5-northtown-way/home/BXeEn7XRnADYrPo8/,"$558,500","$558,500",Condo Apt,"1807 - 5 Northtown Way , North York - Willowdale East",,,
/on/etobicoke-real-estate/1204-61-richview-rd/home/eVbOYEpA8Jn3x2P0/,"$543,000","$515,000",Condo Apt,"1204 - 61 Richview Rd , Etobicoke - Humber Heights",,,
/on/north-york-real-estate/34-pleasant-view-dr/home/Z5BX32z9vbl3Dar0/,"$1,099,000","$1,201,000",Detached,"34 Pleasant View Dr , North York - Pleasant View",,,
/on/north-york-real-estate/64-ruscica-dr/home/DO1w3WqkQ6Ky8Jg0/,"$1,559,000","$1,475,000",Detached,"64 RUSCICA Dr , North York - Victoria Village",,,
/on/pickering-real-estate/2622-castlegate-crossing-dr/home/56k97wq0OA1YKRjD/,"$899,888","$872,500",Freehold Townhouse,"2622 Castlegate Crossing , Pickering - Duffin Heights",,,
/on/toronto-real-estate/83-dunblaine-ave/home/dXawjy4WqqNYrR18/,"$2,288,000","$2,080,000",Detached,"83 Dunblaine Ave , Toronto - Bedford Park-Nortown",,,
/on/pickering-real-estate/2169-saffron-dr/home/BXeEn7XPX2g7rPo8/,"$1,298,300","$1,225,000",Detached,"2169 Saffron Dr , Pickering - Brock Ridge",,,
/on/toronto-real-estate/1002-2181-yonge-st/home/b1DBW7RzdgE7qlAp/,"$939,900","$952,000",Condo Apt,"1002 - 2181 Yonge St , Toronto - Mount Pleasant West",,,
/on/toronto-real-estate/1406-3-massey-sq/home/BXeEn7X0wMM7rPo8/,"$529,900","$510,000",Condo Apt,"1406 - 3 Massey Sq , Toronto - Crescent Town",,,
/on/north-york-real-estate/7-lockerbie-ave/home/Z5BX32zwdmX3Dar0/,"$988,000","$940,000",Detached,"7 Lockerbie Ave , North York - Humberlea-Pelmo Park W4",,,
/on/richmond-hill-real-estate/901-9191-yonge-st/home/JRv53KDld96YVPW4/,"$449,000","$500,000",Condo Apt,"901 - 9191 Yonge St , Richmond Hill - Langstaff",,,
/on/toronto-real-estate/66-cliff-st/home/obqB176lWZMYZajD/,"$790,000","$960,000",Semi-Detached,"66 Cliff St , Toronto - Rockcliffe-Smythe",,,
/on/scarborough-real-estate/11-arden-cres/home/aQmD7znkKnA7J9Bo/,"$999,880","$990,000",Detached,"11 Arden Cres , Scarborough - Clairlea-Birchmount",,,
/on/toronto-real-estate/4015-19-bathurst-st/home/EeVbOYEXBXB3x2P0/,"$650,000","$618,000",Condo Apt,"4015 - 19 Bathurst St , Toronto - Waterfront Communities C1",,,
/on/vaughan-real-estate/2311-7890-jane-st-w/home/zVwod7v5BXMy5mGN/,"$499,000","$470,000",Condo Apt,"2311 - 7890 Jane St , Vaughan - Concord",,,
/on/scarborough-real-estate/11-arden-cres/home/aQmD7znkKnA7J9Bo/,"$999,880","$990,000",Detached,"11 Arden Cres , Scarborough - Clairlea-Birchmount",,,
/on/vaughan-real-estate/26-carrville-woods-circ/home/aD6p781mqP03wRQr/,"$1,399,000","$1,391,000",Freehold Townhouse,"26 CARRVILLE WOODS Circ , Vaughan - Patterson",,,
/on/mississauga-real-estate/5100-sunray-dr/home/ZEXrx30BLXDyOklN/,"$1,299,000","$1,250,000",Detached,"5100 Sunray Dr , Mississauga - Hurontario",,,
/on/toronto-real-estate/146-lee-ave/home/6VLaGyGJA9JYW1ZD/,"$1,289,000","$1,759,146",Semi-Detached,"146 Lee Ave , Toronto - The Beaches",,,
/on/etobicoke-real-estate/27-alma-dr/home/bEDRYagLLxQ71VaB/,"$999,000","$1,195,000",Detached,"27 Alma Dr , Etobicoke - Humber Heights",,,
/on/etobicoke-real-estate/518-prince-edward-dr-n/home/2Z5BX328Jz1yDar0/,"$2,499,999","$2,480,000",Detached,"518 Prince Edward Dr N , Etobicoke - Kingsway South",,,
/on/mississauga-real-estate/1009-8-nahani-way/home/RdXze3eJ10vY8m9K/,"$629,000","$620,000",Condo Apt,"1009 - 8 Nahani Way , Mississauga - Hurontario",,,
/on/scarborough-real-estate/1103-175-bamburgh-circ/home/6zqW7dGAVevy5eZE/,"$839,900","$809,000",Condo Apt,"1103 - 175 Bamburgh Circ , Scarborough - Steeles",,,
/on/toronto-real-estate/1004-21-overlea-blvd/home/DnM697kopV67bmwe/,"$517,000","$517,000",Condo Apt,"1004 - 21 Overlea Blvd , Toronto - Thorncliffe Park",,,
/on/scarborough-real-estate/34-henbury-pl/home/VgAaOyLDv1eyGxMb/,"$750,000","$775,000",Freehold Townhouse,"34 Henbury Pl , Scarborough - Malvern",,,
/on/toronto-real-estate/106-yardley-ave/home/damgL7AgxqEYZ1MW/,"$1,275,000","$1,250,000",Detached,"106 Yardley Ave , Toronto - O'Connor-Parkview",,,
/on/toronto-real-estate/57-st-nicholas-st/home/L4KAX7NEJ1oyeRPJ/,"$1,799,000","$1,790,000",Freehold Townhouse,"57 St Nicholas St , Toronto - Bay Street Corridor",,,
/on/ajax-real-estate/ph900-45-cumberland-lane/home/VgAaOyLVXGA3GxMb/,"$1,749,800","$1,670,000",Condo Apt,"PH900 - 45 Cumberland Lane , Ajax - South West",,,
/on/markham-real-estate/22-arborfield-lane/home/02Zpj39kKpPyDrK8/,"$1,950,000","$1,938,000",Detached,"22 Arborfield Lane , Markham - Markville",,,
/on/mississauga-real-estate/306-3351-cawthra-rd/home/510Qqyp4Je1yLGlV/,"$730,000","$746,000",Condo Apt,"306 - 3351 Cawthra Rd , Mississauga - Applewood",,,
/on/vaughan-real-estate/23-redfinch-cres/home/BGMnKYq80lR3w1Qr/,"$1,438,000","$1,375,000",Detached,"23 Redfinch Cres , Vaughan - Vellore Village",,,
/on/markham-real-estate/19-sycamore-dr/home/obqB176Zkma7ZajD/,"$1,748,000","$1,710,000",Detached,"19 Sycamore Dr , Markham - Aileen-Willowbrook",,,
/on/etobicoke-real-estate/1005-3391-bloor-st-w/home/knbq6y1KoXB3o9DA/,"$519,000","$500,000",Condo Apt,"1005 - 3391 Bloor St , Etobicoke - Islington-City Centre West",,,
/on/north-york-real-estate/10-hirondelle-pl/home/5xLkv3VBDmn3DBNr/,"$1,788,800","$1,750,000",Detached,"10 Hirondelle Pl , North York - Parkwoods-Donalda",,,
/on/pickering-real-estate/1582-winville-rd/home/BDO1w3WqQZVy8Jg0/,"$1,299,000","$1,270,000",Detached,"1582 winville Rd , Pickering - Duffin Heights",,,
/on/toronto-real-estate/58-lytton-blvd/home/weQp5yOo9OQyd0ZE/,"$3,995,000","$3,867,000",Detached,"58 Lytton Blvd , Toronto - Lawrence Park South",,,
/on/scarborough-real-estate/113-dali-cres/home/0J6Em7b2xdw7XBeq/,"$1,199,000","$1,200,000",Detached,"113 Dali Cres , Scarborough - Rouge E11",,,
/on/toronto-real-estate/2711-100-dalhousie-st/home/5VXv3lX5GJE3j2q8/,"$589,900","$569,000",Condo Apt,"2711 - 100 Dalhousie St , Toronto - Church-Yonge Corridor",,,
/on/north-york-real-estate/112-25-adra-grado-way/home/dXawjy4LxkmyrR18/,"$988,888","$1,130,000",Condo Townhouse,"112 - 25 Adra Grado Way , North York - Bayview Village",,,
/on/toronto-real-estate/544-manning-avenue/home/xLkv3V9p5nz7DBNr/,"$1,250,000","$1,250,000",Semi-Detached,"544 Manning Ave , Toronto - Palmerston-Little Italy",,,
/on/pickering-real-estate/2528-castlegate-crossing/home/B5bO3xXGW2V3kWVP/,"$895,000","$955,198",Freehold Townhouse,"2528 Castlegate Crossing , Pickering - Duffin Heights",,,
/on/richmond-hill-real-estate/301-weldrick-rd-e/home/pxmZRW7n6P7EBO9J/,"$2,088,000","$1,980,000",Detached,"301 Weldrick Rd E , Richmond Hill - Observatory",,,
/on/mississauga-real-estate/71-onaway-rd/home/XRla7gxe16P3jEvL/,"$1,680,000","$1,650,000",Detached,"71 Onaway Rd , Mississauga - Port Credit",,,
/on/markham-real-estate/96-sunway-sq/home/J6Em7bn9RBg7XBeq/,"$1,150,000","$1,140,000",Freehold Townhouse,"96 Sunway Sq , Markham - Raymerville",,,
/on/etobicoke-real-estate/24-duncairn-dr/home/obqB176ZZgw7ZajD/,"$1,399,900","$1,300,000",Detached,"24 Duncairn Dr , Etobicoke - Princess-Rosethorn",,,
/on/richmond-hill-real-estate/309-8763-bayview-ave/home/MB5bO3x8v0g3kWVP/,"$625,000","$575,000",Condo Apt,"309 - 8763 Bayview Ave , Richmond Hill - Doncrest",,,
/on/toronto-real-estate/414-jones-ave/home/02Zpj394aEq7DrK8/,"$1,120,000","$1,080,000",Semi-Detached,"414 Jones Ave , Toronto - Blake-Jones",,,
/on/markham-real-estate/306-32-clegg-rd/home/knbq6y1lee0Yo9DA/,"$765,000","$752,500",Condo Apt,"306 - 32 Clegg Rd , Markham - Unionville",,,
/on/scarborough-real-estate/3-301-bridletowne-circ/home/VgAaOyLKrdeYGxMb/,"$856,000","$840,000",Condo Townhouse,"3 - 301 Bridletowne Circ , Scarborough - L'Amoreaux",,,
/on/scarborough-real-estate/20-sundance-cres/home/NkKJ3JdNQE1yd4V6/,"$869,900","$840,000",Detached,"20 Sundance Cres , Scarborough - Woburn",,,
/on/toronto-real-estate/3105-30-nelson-st-e/home/PXRla7gxKB93jEvL/,"$599,800","$720,000",Condo Apt,"3105 - 30 Nelson St , Toronto - Waterfront Communities C1",,,
/on/toronto-real-estate/1542-davenport-rd/home/0Zaw5YonJX43n961/,"$1,150,000","$1,100,000",Semi-Detached,"1542 Davenport Rd , Toronto - Corso Italia-Davenport",,,
/on/toronto-real-estate/117-glebemount-ave/home/LzQ1y5E95bjyqdeK/,"$1,100,000","$1,028,000",Semi-Detached,"117 Glebemount Ave , Toronto - Danforth",,,
/on/richmond-hill-real-estate/613-8763-bayview-ave/home/knbq6y1K8JB3o9DA/,"$500,000","$475,000",Condo Apt,"613 - 8763 BAYVIEW Ave , Richmond Hill - Doncrest",,,
/on/north-york-real-estate/219-ellerslie-ave/home/5VXv3lXe1rV3j2q8/,"$2,048,000","$2,000,000",Detached,"219 Ellerslie Ave , North York - Willowdale West",,,
/on/toronto-real-estate/58-lytton-blvd/home/weQp5yOo9OQyd0ZE/,"$3,995,000","$3,867,000",Detached,"58 Lytton Blvd , Toronto - Lawrence Park South",,,
/on/scarborough-real-estate/113-dali-cres/home/0J6Em7b2xdw7XBeq/,"$1,199,000","$1,200,000",Detached,"113 Dali Cres , Scarborough - Rouge E11",,,
/on/toronto-real-estate/2711-100-dalhousie-st/home/5VXv3lX5GJE3j2q8/,"$589,900","$569,000",Condo Apt,"2711 - 100 Dalhousie St , Toronto - Church-Yonge Corridor",,,
/on/north-york-real-estate/112-25-adra-grado-way/home/dXawjy4LxkmyrR18/,"$988,888","$1,130,000",Condo Townhouse,"112 - 25 Adra Grado Way , North York - Bayview Village",,,
/on/toronto-real-estate/544-manning-avenue/home/xLkv3V9p5nz7DBNr/,"$1,250,000","$1,250,000",Semi-Detached,"544 Manning Ave , Toronto - Palmerston-Little Italy",,,
/on/pickering-real-estate/2528-castlegate-crossing/home/B5bO3xXGW2V3kWVP/,"$895,000","$955,198",Freehold Townhouse,"2528 Castlegate Crossing , Pickering - Duffin Heights",,,
/on/richmond-hill-real-estate/301-weldrick-rd-e/home/pxmZRW7n6P7EBO9J/,"$2,088,000","$1,980,000",Detached,"301 Weldrick Rd E , Richmond Hill - Observatory",,,
/on/mississauga-real-estate/71-onaway-rd/home/XRla7gxe16P3jEvL/,"$1,680,000","$1,650,000",Detached,"71 Onaway Rd , Mississauga - Port Credit",,,
/on/markham-real-estate/96-sunway-sq/home/J6Em7bn9RBg7XBeq/,"$1,150,000","$1,140,000",Freehold Townhouse,"96 Sunway Sq , Markham - Raymerville",,,
/on/etobicoke-real-estate/24-duncairn-dr/home/obqB176ZZgw7ZajD/,"$1,399,900","$1,300,000",Detached,"24 Duncairn Dr , Etobicoke - Princess-Rosethorn",,,
/on/richmond-hill-real-estate/309-8763-bayview-ave/home/MB5bO3x8v0g3kWVP/,"$625,000","$575,000",Condo Apt,"309 - 8763 Bayview Ave , Richmond Hill - Doncrest",,,
/on/toronto-real-estate/414-jones-ave/home/02Zpj394aEq7DrK8/,"$1,120,000","$1,080,000",Semi-Detached,"414 Jones Ave , Toronto - Blake-Jones",,,
/on/markham-real-estate/306-32-clegg-rd/home/knbq6y1lee0Yo9DA/,"$765,000","$752,500",Condo Apt,"306 - 32 Clegg Rd , Markham - Unionville",,,
/on/scarborough-real-estate/3-301-bridletowne-circ/home/VgAaOyLKrdeYGxMb/,"$856,000","$840,000",Condo Townhouse,"3 - 301 Bridletowne Circ , Scarborough - L'Amoreaux",,,
/on/scarborough-real-estate/20-sundance-cres/home/NkKJ3JdNQE1yd4V6/,"$869,900","$840,000",Detached,"20 Sundance Cres , Scarborough - Woburn",,,
/on/toronto-real-estate/3105-30-nelson-st-e/home/PXRla7gxKB93jEvL/,"$599,800","$720,000",Condo Apt,"3105 - 30 Nelson St , Toronto - Waterfront Communities C1",,,
/on/toronto-real-estate/1542-davenport-rd/home/0Zaw5YonJX43n961/,"$1,150,000","$1,100,000",Semi-Detached,"1542 Davenport Rd , Toronto - Corso Italia-Davenport",,,
/on/toronto-real-estate/117-glebemount-ave/home/LzQ1y5E95bjyqdeK/,"$1,100,000","$1,028,000",Semi-Detached,"117 Glebemount Ave , Toronto - Danforth",,,
/on/richmond-hill-real-estate/613-8763-bayview-ave/home/knbq6y1K8JB3o9DA/,"$500,000","$475,000",Condo Apt,"613 - 8763 BAYVIEW Ave , Richmond Hill - Doncrest",,,
/on/north-york-real-estate/219-ellerslie-ave/home/5VXv3lXe1rV3j2q8/,"$2,048,000","$2,000,000",Detached,"219 Ellerslie Ave , North York - Willowdale West",,,
/on/etobicoke-real-estate/21-115-long-branch-ave/home/mLzQ1y5zkgw7qdeK/,"$799,000","$798,000",Condo Townhouse,"21 - 115 Long Branch Ave , Etobicoke - Long Branch",,,
/on/north-york-real-estate/315-7-kenaston-gdns-e/home/xLkv3V9XXBn7DBNr/,"$619,000","$598,000",Condo Apt,"315 - 7 Kenaston Gdns , North York - Bayview Village",,,
/on/mississauga-real-estate/512-3900-confederation-pkwy/home/XRla7gxQMpr3jEvL/,"$549,000","$530,000",Condo Apt,"512 - 3900 Confederation Pkwy , Mississauga - City Centre",,,
/on/toronto-real-estate/14-greendale-ave/home/56k97wqXOLxYKRjD/,"$1,049,000","$1,062,000",Detached,"14 Greendale Ave , Toronto - Rockcliffe-Smythe",,,
/on/vaughan-real-estate/254-mullen-dr/home/NAKv53DP9Z53MnxB/,"$1,589,000","$1,510,000",Detached,"254 Mullen Dr , Vaughan - Brownridge",,,
/on/toronto-real-estate/805-270-queens-quay-w/home/VgAaOyL1BMA7GxMb/,"$685,900","$675,000",Condo Apt,"805 - 270 Queens Quay W , Toronto - Waterfront Communities C1",,,
/on/markham-real-estate/28-tara-cres/home/0J6Em7bLqLxYXBeq/,"$1,077,111","$1,088,000",Semi-Detached,"28 Tara Cres , Markham - Cedarwood",,,
/on/etobicoke-real-estate/2001-251-manitoba-st/home/VaD6p78r22zYwRQr/,"$549,900","$540,000",Condo Apt,"2001 - 251 Manitoba St , Etobicoke - Mimico",,,
/on/toronto-real-estate/2805-200-cumberland-st/home/NAKv53DraWJyMnxB/,"$3,978,000","$3,656,888",Condo Apt,"2805 - 200 Cumberland St , Toronto - Annex",,,
/on/pickering-real-estate/713-2635-william-jackson-dr/home/bEDRYagn2lv71VaB/,"$649,900","$627,000",Condo Townhouse,"713 - 2635 William Jackson Dr , Pickering - Duffin Heights",,,
/on/etobicoke-real-estate/33-vaudeville-dr/home/bEDRYag2dBv71VaB/,"$1,549,900","$1,500,000",Semi-Detached,"33 Vaudeville Dr , Etobicoke - Alderwood",,,
/on/vaughan-real-estate/904-343-clark-ave-w/home/Xawjy41wALq7rR18/,"$649,900","$600,000",Condo Apt,"904 - 343 Clark Ave W , Vaughan - Crestwood-Springfarm-Yorkhill",,,
/on/mississauga-real-estate/4135-hickory-dr/home/eQp5yO82mgg7d0ZE/,"$1,399,999","$1,360,000",Detached,"4135 Hickory Dr , Mississauga - Rathwood",,,
/on/etobicoke-real-estate/76-lobo-mews/home/N0A9X3jwNPKYvgxV/,"$1,299,000","$1,287,000",Freehold Townhouse,"76 Lobo Mews , Etobicoke - Islington-City Centre West",,,
/on/toronto-real-estate/2302-21-balmuto-st-s/home/r56k97wND4xyKRjD/,"$1,090,000","$1,000,000",Condo Apt,"2302 - 21 Balmuto St , Toronto - Bay Street Corridor",,,
/on/pickering-real-estate/1609-avonmore-sq/home/obqB176NXbK7ZajD/,"$869,900","$850,500",Freehold Townhouse,"1609 AVONMORE Sq , Pickering - Town Centre",,,
/on/toronto-real-estate/819-57-st-joseph-st/home/BXeEn7XZQ0YrPo8d/,"$999,900","$933,900",Condo Apt,"819 - 57 St Joseph St , Toronto - Bay Street Corridor",,,
/on/toronto-real-estate/307-1430-yonge-st/home/weQp5yOwzP0yd0ZE/,"$899,000","$880,000",Condo Apt,"307 - 1430 Yonge St , Toronto - Yonge-St. Clair",,,
/on/scarborough-real-estate/312-2550-pharmacy-ave/home/oK8OgYBzPnwYJmG2/,"$458,000","$453,000",Condo Apt,"312 - 2550 Pharmacy Ave , Scarborough - L'Amoreaux",,,
/on/scarborough-real-estate/66-la-peer-blvd/home/LzQ1y5EoW1dyqdeK/,"$1,189,000","$1,080,000",Detached,"66 La Peer Blvd , Scarborough - L'Amoreaux",,,
/on/etobicoke-real-estate/21-115-long-branch-ave/home/mLzQ1y5zkgw7qdeK/,"$799,000","$798,000",Condo Townhouse,"21 - 115 Long Branch Ave , Etobicoke - Long Branch",,,
/on/north-york-real-estate/315-7-kenaston-gdns-e/home/xLkv3V9XXBn7DBNr/,"$619,000","$598,000",Condo Apt,"315 - 7 Kenaston Gdns , North York - Bayview Village",,,
/on/mississauga-real-estate/512-3900-confederation-pkwy/home/XRla7gxQMpr3jEvL/,"$549,000","$530,000",Condo Apt,"512 - 3900 Confederation Pkwy , Mississauga - City Centre",,,
/on/toronto-real-estate/14-greendale-ave/home/56k97wqXOLxYKRjD/,"$1,049,000","$1,062,000",Detached,"14 Greendale Ave , Toronto - Rockcliffe-Smythe",,,
/on/vaughan-real-estate/254-mullen-dr/home/NAKv53DP9Z53MnxB/,"$1,589,000","$1,510,000",Detached,"254 Mullen Dr , Vaughan - Brownridge",,,
/on/toronto-real-estate/805-270-queens-quay-w/home/VgAaOyL1BMA7GxMb/,"$685,900","$675,000",Condo Apt,"805 - 270 Queens Quay W , Toronto - Waterfront Communities C1",,,
/on/markham-real-estate/28-tara-cres/home/0J6Em7bLqLxYXBeq/,"$1,077,111","$1,088,000",Semi-Detached,"28 Tara Cres , Markham - Cedarwood",,,
/on/etobicoke-real-estate/2001-251-manitoba-st/home/VaD6p78r22zYwRQr/,"$549,900","$540,000",Condo Apt,"2001 - 251 Manitoba St , Etobicoke - Mimico",,,
/on/toronto-real-estate/2805-200-cumberland-st/home/NAKv53DraWJyMnxB/,"$3,978,000","$3,656,888",Condo Apt,"2805 - 200 Cumberland St , Toronto - Annex",,,
/on/pickering-real-estate/713-2635-william-jackson-dr/home/bEDRYagn2lv71VaB/,"$649,900","$627,000",Condo Townhouse,"713 - 2635 William Jackson Dr , Pickering - Duffin Heights",,,
